職業類別,產業,1年以下,1~3年,3~5年,5~7年,7年以上,主職業類別,細職業名稱
客服主管,一般傳統製造,50000,55000,60000,65000,70000,業務_貿易_客服_門市,客服主管
客服主管,政治╱宗教╱社福,35500,39100,42600,46200,49700,業務_貿易_客服_門市,客服主管
客服主管,金融投顧╱保險相關,47000,51700,56400,61100,65800,業務_貿易_客服_門市,客服主管
客服主管,法律╱會計╱顧問╱研發╱設計,40000,44000,48000,52000,56000,業務_貿易_客服_門市,客服主管
客服主管,運輸物流╱倉儲╱貿易,40000,44000,48000,52000,56000,業務_貿易_客服_門市,客服主管
客服主管,建築營造╱不動產相關,44500,49000,53400,57900,62300,業務_貿易_客服_門市,客服主管
客服主管,醫療照護╱環境衛生,40000,44000,48000,52000,56000,業務_貿易_客服_門市,客服主管
客服主管,農林漁牧╱水電資源,40000,44000,48000,52000,56000,業務_貿易_客服_門市,客服主管
客服主管,一般服務業,38000,41800,45600,49400,53200,業務_貿易_客服_門市,客服主管
客服主管,旅遊╱休閒╱運動,38000,41800,45600,49400,53200,業務_貿易_客服_門市,客服主管
客服主管,餐飲╱住宿服務,40000,44000,48000,52000,56000,業務_貿易_客服_門市,客服主管
客服主管,大眾傳播相關,38000,41800,45600,49400,53200,業務_貿易_客服_門市,客服主管
客服主管,教育╱出版╱藝文相關,40000,44000,48000,52000,56000,業務_貿易_客服_門市,客服主管
客服主管,批發╱零售,37000,40700,44400,48100,51800,業務_貿易_客服_門市,客服主管
客服人員,電子科技╱資訊╱軟體╱半導體,35000,38500,42000,45500,49000,業務_貿易_客服_門市,客服人員
客服人員,一般傳統製造,30000,33000,36000,39000,42000,業務_貿易_客服_門市,客服人員
客服人員,礦業╱土石能源採取,30000,33000,36000,39000,42000,業務_貿易_客服_門市,客服人員
客服人員,政治╱宗教╱社福,30000,33000,36000,39000,42000,業務_貿易_客服_門市,客服人員
客服人員,金融投顧╱保險相關,34200,37700,41100,44500,47900,業務_貿易_客服_門市,客服人員
客服人員,法律╱會計╱顧問╱研發╱設計,32000,35200,38400,41600,44800,業務_貿易_客服_門市,客服人員
客服人員,運輸物流╱倉儲╱貿易,31000,34100,37200,40300,43400,業務_貿易_客服_門市,客服人員
客服人員,建築營造╱不動產相關,33000,36300,39600,42900,46200,業務_貿易_客服_門市,客服人員
客服人員,醫療照護╱環境衛生,31000,34100,37200,40300,43400,業務_貿易_客服_門市,客服人員
客服人員,農林漁牧╱水電資源,31000,34100,37200,40300,43400,業務_貿易_客服_門市,客服人員
客服人員,一般服務業,32000,35200,38400,41600,44800,業務_貿易_客服_門市,客服人員
客服人員,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,業務_貿易_客服_門市,客服人員
客服人員,餐飲╱住宿服務,30000,33000,36000,39000,42000,業務_貿易_客服_門市,客服人員
客服人員,大眾傳播相關,31000,34100,37200,40300,43400,業務_貿易_客服_門市,客服人員
客服人員,教育╱出版╱藝文相關,30000,33000,36000,39000,42000,業務_貿易_客服_門市,客服人員
客服人員,批發╱零售,30000,33000,36000,39000,42000,業務_貿易_客服_門市,客服人員
客服工程師,電子科技╱資訊╱軟體╱半導體,38000,41800,45600,49400,53200,業務_貿易_客服_門市,客服工程師
客服工程師,一般傳統製造,42000,46200,50400,54600,58800,業務_貿易_客服_門市,客服工程師
客服工程師,礦業╱土石能源採取,51000,56100,61200,66300,71400,業務_貿易_客服_門市,客服工程師
客服工程師,政治╱宗教╱社福,45000,49500,54000,58500,63000,業務_貿易_客服_門市,客服工程師
客服工程師,金融投顧╱保險相關,34500,38000,41400,44900,48300,業務_貿易_客服_門市,客服工程師
客服工程師,法律╱會計╱顧問╱研發╱設計,43500,47900,52200,56600,60900,業務_貿易_客服_門市,客服工程師
客服工程師,運輸物流╱倉儲╱貿易,41000,45100,49200,53300,57400,業務_貿易_客服_門市,客服工程師
客服工程師,建築營造╱不動產相關,42000,46200,50400,54600,58800,業務_貿易_客服_門市,客服工程師
客服工程師,醫療照護╱環境衛生,35500,39100,42600,46200,49700,業務_貿易_客服_門市,客服工程師
客服工程師,農林漁牧╱水電資源,37500,41300,45000,48800,52500,業務_貿易_客服_門市,客服工程師
客服工程師,一般服務業,38000,41800,45600,49400,53200,業務_貿易_客服_門市,客服工程師
客服工程師,旅遊╱休閒╱運動,32000,35200,38400,41600,44800,業務_貿易_客服_門市,客服工程師
客服工程師,餐飲╱住宿服務,31500,34700,37800,41000,44100,業務_貿易_客服_門市,客服工程師
客服工程師,大眾傳播相關,33500,36900,40200,43600,46900,業務_貿易_客服_門市,客服工程師
客服工程師,教育╱出版╱藝文相關,35800,39400,42900,46500,50100,業務_貿易_客服_門市,客服工程師
客服工程師,批發╱零售,33000,36300,39600,42900,46200,業務_貿易_客服_門市,客服工程師
專案業務主管,電子科技╱資訊╱軟體╱半導體,60000,66000,72000,78000,84000,業務_貿易_客服_門市,專案業務主管
專案業務主管,一般傳統製造,50000,55000,60000,65000,70000,業務_貿易_客服_門市,專案業務主管
專案業務主管,礦業╱土石能源採取,85000,93500,102000,110500,119000,業務_貿易_客服_門市,專案業務主管
專案業務主管,政治╱宗教╱社福,40000,44000,48000,52000,56000,業務_貿易_客服_門市,專案業務主管
專案業務主管,金融投顧╱保險相關,52000,57200,62400,67600,72800,業務_貿易_客服_門市,專案業務主管
專案業務主管,法律╱會計╱顧問╱研發╱設計,42000,46200,50400,54600,58800,業務_貿易_客服_門市,專案業務主管
專案業務主管,運輸物流╱倉儲╱貿易,55000,60500,66000,71500,77000,業務_貿易_客服_門市,專案業務主管
專案業務主管,建築營造╱不動產相關,48000,52800,57600,62400,67200,業務_貿易_客服_門市,專案業務主管
專案業務主管,醫療照護╱環境衛生,46000,50600,55200,59800,64400,業務_貿易_客服_門市,專案業務主管
專案業務主管,農林漁牧╱水電資源,40000,44000,48000,52000,56000,業務_貿易_客服_門市,專案業務主管
專案業務主管,一般服務業,45000,49500,54000,58500,63000,業務_貿易_客服_門市,專案業務主管
專案業務主管,旅遊╱休閒╱運動,38400,42300,46100,50000,53800,業務_貿易_客服_門市,專案業務主管
專案業務主管,餐飲╱住宿服務,50000,55000,60000,65000,70000,業務_貿易_客服_門市,專案業務主管
專案業務主管,大眾傳播相關,42500,46800,51000,55300,59500,業務_貿易_客服_門市,專案業務主管
專案業務主管,教育╱出版╱藝文相關,38800,42700,46500,50400,54300,業務_貿易_客服_門市,專案業務主管
專案業務主管,批發╱零售,50500,55600,60600,65700,70700,業務_貿易_客服_門市,專案業務主管
店長／門市管理人員,電子科技╱資訊╱軟體╱半導體,37000,40700,44400,48100,51800,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,一般傳統製造,34000,37400,40800,44200,47600,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,礦業╱土石能源採取,28500,31400,34200,37100,39900,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,政治╱宗教╱社福,35000,38500,42000,45500,49000,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,金融投顧╱保險相關,35000,38500,42000,45500,49000,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,法律╱會計╱顧問╱研發╱設計,30000,33000,36000,39000,42000,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,運輸物流╱倉儲╱貿易,34000,37400,40800,44200,47600,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,建築營造╱不動產相關,40000,44000,48000,52000,56000,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,醫療照護╱環境衛生,36000,39600,43200,46800,50400,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,農林漁牧╱水電資源,35000,38500,42000,45500,49000,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,一般服務業,34000,37400,40800,44200,47600,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,旅遊╱休閒╱運動,35000,38500,42000,45500,49000,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,餐飲╱住宿服務,35000,38500,42000,45500,49000,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,大眾傳播相關,36000,39600,43200,46800,50400,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,教育╱出版╱藝文相關,32000,35200,38400,41600,44800,業務_貿易_客服_門市,店長／門市管理人員
店長／門市管理人員,批發╱零售,34000,37400,40800,44200,47600,業務_貿易_客服_門市,店長／門市管理人員
廣告AE,電子科技╱資訊╱軟體╱半導體,40000,44000,48000,52000,56000,業務_貿易_客服_門市,廣告AE
廣告AE,一般傳統製造,36000,39600,43200,46800,50400,業務_貿易_客服_門市,廣告AE
廣告AE,法律╱會計╱顧問╱研發╱設計,32500,35800,39000,42300,45500,業務_貿易_客服_門市,廣告AE
廣告AE,建築營造╱不動產相關,44000,48400,52800,57200,61600,業務_貿易_客服_門市,廣告AE
廣告AE,大眾傳播相關,32000,35200,38400,41600,44800,業務_貿易_客服_門市,廣告AE
廣告AE,教育╱出版╱藝文相關,50000,55000,60000,65000,70000,業務_貿易_客服_門市,廣告AE
廣告AE,批發╱零售,46000,50600,55200,59800,64400,業務_貿易_客服_門市,廣告AE
業務助理,電子科技╱資訊╱軟體╱半導體,32000,35200,38400,41600,44800,業務_貿易_客服_門市,業務助理
業務助理,一般傳統製造,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,礦業╱土石能源採取,29000,31900,34800,37700,40600,業務_貿易_客服_門市,業務助理
業務助理,政治╱宗教╱社福,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,金融投顧╱保險相關,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,法律╱會計╱顧問╱研發╱設計,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,運輸物流╱倉儲╱貿易,32000,35200,38400,41600,44800,業務_貿易_客服_門市,業務助理
業務助理,建築營造╱不動產相關,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,醫療照護╱環境衛生,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,農林漁牧╱水電資源,29000,31900,34800,37700,40600,業務_貿易_客服_門市,業務助理
業務助理,一般服務業,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,旅遊╱休閒╱運動,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,餐飲╱住宿服務,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,大眾傳播相關,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,教育╱出版╱藝文相關,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務助理,批發╱零售,30000,33000,36000,39000,42000,業務_貿易_客服_門市,業務助理
業務工程師,電子科技╱資訊╱軟體╱半導體,39000,42900,46800,50700,54600,業務_貿易_客服_門市,業務工程師
業務工程師,一般傳統製造,40000,44000,48000,52000,56000,業務_貿易_客服_門市,業務工程師
業務工程師,金融投顧╱保險相關,40000,44000,48000,52000,56000,業務_貿易_客服_門市,業務工程師
業務工程師,法律╱會計╱顧問╱研發╱設計,38000,41800,45600,49400,53200,業務_貿易_客服_門市,業務工程師
業務工程師,運輸物流╱倉儲╱貿易,42000,46200,50400,54600,58800,業務_貿易_客服_門市,業務工程師
業務工程師,建築營造╱不動產相關,38000,41800,45600,49400,53200,業務_貿易_客服_門市,業務工程師
業務工程師,醫療照護╱環境衛生,40000,44000,48000,52000,56000,業務_貿易_客服_門市,業務工程師
業務工程師,農林漁牧╱水電資源,40000,44000,48000,52000,56000,業務_貿易_客服_門市,業務工程師
業務工程師,一般服務業,35000,38500,42000,45500,49000,業務_貿易_客服_門市,業務工程師
業務工程師,餐飲╱住宿服務,38000,41800,45600,49400,53200,業務_貿易_客服_門市,業務工程師
業務工程師,大眾傳播相關,50000,55000,60000,65000,70000,業務_貿易_客服_門市,業務工程師
業務工程師,教育╱出版╱藝文相關,35000,38500,42000,45500,49000,業務_貿易_客服_門市,業務工程師
業務工程師,批發╱零售,35000,38500,42000,45500,49000,業務_貿易_客服_門市,業務工程師
樓面管理人員,電子科技╱資訊╱軟體╱半導體,32000,35200,38400,41600,44800,業務_貿易_客服_門市,樓面管理人員
樓面管理人員,政治╱宗教╱社福,26400,29100,31700,34400,37000,業務_貿易_客服_門市,樓面管理人員
樓面管理人員,法律╱會計╱顧問╱研發╱設計,33000,36300,39600,42900,46200,業務_貿易_客服_門市,樓面管理人員
樓面管理人員,運輸物流╱倉儲╱貿易,30000,33000,36000,39000,42000,業務_貿易_客服_門市,樓面管理人員
